Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,12500,8925,8925, 60 months,17.27%,223.11,D,D3,grandma kitchen,5 years,RENT,30000,Source Verified,Dec-11,Charged Off,n,,  Borrower added on 12/16/11 > So I can pay all my bills so I will have just one monthy payment .<br>,debt_consolidation,allen,559xx,MN,13.16,0,Apr-95,0,,113,7,1,9844,70.80%,28,f,0,0,5577.75,5577.75,2812.82,2742.43,0,22.5,0,Feb-14,223.11,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16425,16425,16425, 36 months,14.27%,563.53,C,C2,"Gen-Probe, Inc",4 years,RENT,44544,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > looking to find a loan to consolidate my credit card debts at a lower interest rate.  currently paying 700/month and have never missed a payment.  high interest rates make it hard to pay down the debt.<br>,debt_consolidation,New Start,921xx,CA,22.71,0,Oct-02,1,,,10,0,15747,83.40%,18,f,0,0,18174.82881,18174.83,16425,1749.83,0,0,0,Nov-12,13108.71,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8200,8200,8200, 60 months,21.28%,223.14,F,F2,autozone,4 years,RENT,75000,Source Verified,Dec-11,Charged Off,n,,  Borrower added on 12/15/11 > Business/credit card<br>,small_business,Small_Business Loan,912xx,CA,12.48,0,Jan-00,3,,,6,0,9012,73.90%,11,f,0,0,4177.11,4177.11,1525.83,2265.85,0,385.43,3.6,Jun-13,223.14,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,14.65%,517.42,C,C3,USAF Civil Service,2 years,OWN,61000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/14/11 > I calculated refinancing would allow me to pay off my credit debt a year earlier and save around $6,000.  <br>",credit_card,Credit Refinance,325xx,FL,11.88,0,Jun-04,1,,,8,0,19397,79.50%,18,f,0,0,18565.14804,18565.15,15000,3565.15,0,0,0,Sep-14,2533.38,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20975,13575,13550, 60 months,17.58%,341.63,D,D4,Dollar Tree Stores,5 years,MORTGAGE,44000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/18/11 > We are looking to consolidate and wipe out all of our exisiting credit card debt. With this loan we will be able to save several hundred dollars a month which we plan to put back into our budget as savings or investments.<br>,credit_card,Refinance Loan,300xx,GA,18.79,0,Apr-00,0,,105,13,1,20657,79.40%,21,f,0,0,18112.46087,18079.1,13575,4537.46,0,0,0,Apr-14,9245.21,,Apr-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6400,6400,6400, 36 months,16.77%,227.45,D,D2,"Riverside County, California",5 years,RENT,75000,Not Verified,Dec-11,Charged Off,n,,  Borrower added on 12/14/11 > Debt consolidation<br>,debt_consolidation,Help,923xx,CA,20.22,0,Dec-94,0,48,,9,0,7159,67.50%,27,f,0,0,4776.45,4776.45,3334.25,1431.91,0,10.29,0,Oct-13,227.45,,Apr-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3000,3000,3000, 36 months,13.49%,101.8,C,C1,Insight Card Services,1 year,RENT,33600,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Credit Card Consolidation,352xx,AL,18.11,0,Oct-05,0,41,,4,0,2745,83.20%,7,f,0,0,3247.889478,3247.89,3000,247.89,0,0,0,Sep-12,2539.58,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,16.77%,426.47,D,D2,Genocea Biosciences,3 years,RENT,50000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > This loan is for credit card consolidation so that I can get on the path to making better financial decisions. Thank-you for funding me!<br><br>  Borrower added on 12/18/11 > I also want to  add that I have never been late with a bill payment and I will make sure your investment is well worth it. Thanks again for helping me out!<br>,credit_card,Credit Card Consolidation,013xx,MA,20.57,0,Sep-05,1,,,13,0,11443,97%,19,f,0,0,15352.47999,15352.48,12000,3352.48,0,0,0,Jan-15,441.52,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14400,14400,14400, 36 months,8.90%,457.25,A,A5,Model Metrics,< 1 year,OWN,150000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > I have some 0% interest store credit that is coming due.  Back interest of about $3500 would need to be paid and ongoing 17.99 APR.  I figure I could save about $5500 with this loan.  Thanks for your help.<br>,debt_consolidation,Credit Payoff 14400,146xx,NY,14.85,0,Dec-94,0,,,12,0,63864,55%,38,f,0,0,16460.85,16460.85,14400,2060.85,0,0,0,Jan-15,464.02,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,14.65%,413.94,C,C3,Boro of Butler,10+ years,RENT,90000,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Debt Consolidation Loan,074xx,NJ,16.56,0,Dec-84,2,40,,12,0,17116,78.50%,36,f,0,0,12699.71201,12699.71,12000,699.71,0,0,0,Jun-12,11046.6,,Mar-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11000,11000,11000, 36 months,13.49%,373.24,C,C1,TX Army National Guard,10+ years,MORTGAGE,48000,Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Debt Consolidation,786xx,TX,21.82,0,Dec-99,3,74,,15,0,11382,65%,29,f,0,0,13418.28,13418.28,11000,2418.28,0,0,0,Oct-14,1491.29,,Oct-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7250,7200,7175, 60 months,21.67%,197.51,F,F3,Cross Country Travel Corp,< 1 year,RENT,75000,Verified,Dec-11,Fully Paid,n,,"I have been steadily employed.  I am a hard worker and pay my bills on time. I would like to consolidate my credit card debt and buy a car that is more reliable (since mine is having transmission troubles) and more practical (with better gas mileage). I'd like to do this without increasing my monthly payment, which this will do, then I can choose to pay extra when possible.",debt_consolidation,Debt Consolidation Loan,937xx,CA,24.82,0,May-00,2,,97,9,1,21706,91.20%,19,f,0,0,8204.774089,8176.29,7200,1004.77,0,0,0,Sep-12,6824.7,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 36 months,7.90%,469.36,A,A4,Segovia's Transportion Inc.,1 year,MORTGAGE,52000,Not Verified,Dec-11,Fully Paid,n,,,small_business,Small_Business Loan,799xx,TX,9.65,0,Nov-03,1,,,11,0,1616,6.70%,29,f,0,0,15557.68008,15557.68,15000,557.68,0,0,0,Aug-12,312.74,,Feb-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,19.91%,475.99,E,E4,AVMED HEALTH PLANS,10+ years,MORTGAGE,65000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/20/11 > I've been working for the same company for 22 yrs.<br>The funds will be used completely to pay all my debt.<br>,debt_consolidation,Debt Consolidation Loan,331xx,FL,6.81,0,Jun-89,0,25,,10,0,11745,77.80%,40,f,0,0,26034.66002,26034.66,18000,8010.86,23.80000006,0,0,Oct-14,10783.73,,Oct-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,22075,22050, 60 months,17.27%,551.84,D,D3,tutor Per ini Corporation,3 years,MORTGAGE,150000,Verified,Dec-11,Fully Paid,n,,,home_improvement,Home improvement,115xx,NY,7.51,0,Jun-03,1,35,,11,0,7334,53.30%,31,f,0,0,28887.10007,28854.39,22075,6812.1,0,0,0,Feb-14,15660.22,,Feb-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,14.27%,343.09,C,C2,SAP,2 years,RENT,68000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > Consolidation of two credit cards with IR over 20%<br>,credit_card,CC Refi Loan,191xx,PA,15.39,0,Jul-06,1,,,9,0,11303,81.30%,15,f,0,0,10672.89443,10672.89,10000,672.89,0,0,0,Jul-12,8962.31,,Feb-13,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11800,11800,11800, 36 months,12.69%,395.83,B,B5,Koi Restaurant,6 years,RENT,42000,Source Verified,Dec-11,Fully Paid,n,, Loan for refinancing credit cards and finishing off all credit card debt.<br>  Borrower added on 12/17/11 > I expect to fully pay off the loan in under the stated term of 3 years.<br>,credit_card,Credit Card Refinancing,114xx,NY,9.86,0,Oct-96,0,,,4,0,8940,74.80%,13,f,0,0,14249.84001,14249.84,11800,2449.84,0,0,0,Jan-15,419.36,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4500,4500,4500, 36 months,6.03%,136.96,A,A1,CaseStack,4 years,RENT,53000,Source Verified,Dec-11,Fully Paid,n,,,major_purchase,Auto Loan,908xx,CA,4.44,0,Oct-00,0,,,7,0,8630,13.90%,17,f,0,0,4930.555891,4930.56,4500,430.56,0,0,0,Jan-15,138.95,,Jul-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,12.69%,234.82,B,B5,Bellflower convalecent hospital,10+ years,RENT,35000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > Pay my credit<br>,credit_card,I pay my all credit,902xx,CA,11.35,0,May-00,2,53,,10,0,7649,82.30%,26,f,0,0,8453.260001,8453.26,7000,1453.26,0,0,0,Jan-15,248.19,,Nov-15,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9200,9200,9200, 36 months,12.42%,307.43,B,B4,Kaiser Permanente,2 years,RENT,60000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > Debt Consolidation<br>,debt_consolidation,Nissan Car Loan,902xx,CA,19.96,0,Oct-02,3,,,8,0,23299,78.70%,19,f,0,0,10482.84389,10482.84,9200,1282.84,0,0,0,Jul-13,365.48,,Jul-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,14000,14000,13975, 60 months,17.27%,349.98,D,D3,community colleges of spokane,4 years,RENT,28000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/18/11 > most of my teeth need root canals and crowns. As far as day to day expenses goes I live a spartan life style buying only what I need saving money whenever possible. So that I can pay off my debt as quickly as possible.<br>,other,dental care,992xx,WA,6.34,0,Jul-05,2,,,5,0,6986,79.40%,10,f,0,0,20998.02476,20960.53,14000,6998.02,0,0,0,Jan-17,349.2,,Feb-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4500,4500,4475, 60 months,10.65%,97.06,B,B2,barnes distribution,< 1 year,MORTGAGE,42000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/20/11 > The loan is to be used on buying a classic car at a very reduced price of the actual worth.<br>,car,Car Loan,750xx,TX,5.4,0,Feb-83,0,,,4,0,8220,78.30%,9,f,0,0,4910.673856,4883.39,4500,410.67,0,0,0,Dec-12,3946.24,,Dec-12,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,16.29%,423.61,D,D1,Phoenix Newspapers Inc.,9 years,RENT,88365,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > looking to pay off my 401(k) loan<br> Borrower added on 12/14/11 > 401(k)<br>,debt_consolidation,loan payoff,852xx,AZ,16.85,0,Oct-96,0,,,6,0,22936,96.40%,15,f,0,0,14688.34153,14688.34,12000,2688.34,0,0,0,Nov-13,5800.45,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,13.49%,407.17,C,C1,LITHIA MOTORS,4 years,RENT,72000,Source Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/14/11 > I HAVE SOME CREDIT CARDS I WANT TO PAY THE BALANCES ALL THE WAY DOWN AND I ALSO HAVE A FEW LOANS ALL TOGETHER THEY TOTAL ABOUT 1,000.00 A MONTH WITH THIS LOAN I CAN CUT MY EXPENSES IN HALF AND RAISE MY CREDIT SCORE UP BY PAYING OFF THE REMAINING CREDIT CARDS THANKS<br><br>  Borrower added on 12/15/11 > THIS WILL HELP ME GET ONE STEP CLOSER TO PURCHASING MY FIRST HOME WITHIN THE NEXT 12-18 MONTHS.<br><br>  Borrower added on 12/19/11 > I want to say thank you to all of the investors who have invested in me.  Life has a way of teaching us things this is fantastic the Lending Club really does open up doors this will help me start the life that I have been thinking about for a long time once again thanks for your help.<br>",debt_consolidation,MAKE ON PAYMENT,937xx,CA,21.33,0,May-03,1,,,11,0,3419,27.60%,19,f,0,0,13990.92132,13990.92,12000,1990.92,0,0,0,Apr-14,426.26,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,10.65%,390.88,B,B2,Insight Global,< 1 year,RENT,62000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/15/11 > with fixed amount of payments i know how much exactly my payoff target is. Plus, after payoff, my credit rating increases<br><br>  Borrower added on 12/19/11 > credit cards to be refinanced are above 19% APR. would be saving a lot of my money by paying them off with the loan.<br>",credit_card,Credit Card Refinance,750xx,TX,23.94,0,Jun-02,0,,,10,0,20310,78.40%,51,f,0,0,12780.07239,12780.07,12000,780.07,0,0,0,Sep-12,10046.57,,Apr-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,10.65%,228.02,B,B2,Winghouse Corporation,3 years,MORTGAGE,43680,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > I plan on paying off all three of my credit cards.<br>,credit_card,Credit Card Consolidation,559xx,MN,5.38,0,Oct-00,0,39,,7,0,6245,78.10%,11,f,0,0,7689.273614,7689.27,7000,689.27,0,0,0,Feb-13,4958.61,,Feb-13,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8200,8200,8200, 60 months,19.42%,214.62,E,E3,Claret Wine Bar,3 years,RENT,120000,Source Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Debit consolidation,104xx,NY,2.8,0,Jun-07,2,,,5,0,10392,88.40%,6,f,0,0,11909.45001,11909.45,8200,3709.45,0,0,0,Dec-14,4625.07,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10500,10500,10500, 36 months,12.69%,352.23,B,B5,O'Connor,10+ years,RENT,66000,Verified,Dec-11,Fully Paid,n,,"  Borrower added on 12/21/11 > My job is  in the healthcare field. I specialize in a unique area not many people have the training for the job I do. I always have work, sometimes more then I can handle.<br><br> Borrower added on 12/21/11 > I have been at the same job for 11 yrs..<br>",medical,medical,950xx,CA,20.73,1,Sep-98,2,10,,8,0,5790,51.20%,26,f,0,0,11233.31941,11233.32,10500,733.32,0,0,0,Oct-12,4421.32,,Jul-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,11.71%,231.54,B,B3,Harris,4 years,OWN,39120,Not Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Emergency Loan,329xx,FL,21.01,0,Dec-96,0,26,33,8,1,9414,52.40%,26,f,0,0,7933.963623,7933.96,7000,933.96,0,0,0,Jun-13,4235.03,,Sep-18,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15300,15300,15275, 60 months,22.06%,423.1,F,F4,OSSI,6 years,RENT,85000,Verified,Dec-11,Fully Paid,n,,,credit_card,Consolidation,226xx,VA,20.58,0,Feb-84,2,56,,14,0,26524,89.70%,27,f,0,0,25385.07915,25343.6,15300,10085.08,0,0,0,Jan-17,422.18,,Dec-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,12800,12775, 60 months,11.71%,282.86,B,B3,NCS Technologies,4 years,MORTGAGE,47800,Verified,Dec-11,Fully Paid,n,,,debt_consolidation,Bill Consolidation,226xx,VA,10.04,0,Nov-01,0,,,15,0,16447,46.30%,27,f,0,0,15169.30547,15139.68,12800,2369.31,0,0,0,Nov-13,9242.39,,Feb-17,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17500,17500,17500, 60 months,17.27%,437.47,D,D3,Travelers Insurance,7 years,MORTGAGE,45000,Not Verified,Dec-11,Charged Off,n,,  Borrower added on 12/14/11 > Pay off credit card debit<br>,credit_card,Debit Free,992xx,WA,21.31,0,Sep-02,2,,,13,0,20129,86.10%,26,f,0,0,10037.7,10037.7,3077.85,3473.25,0,3486.6,625.617,Apr-13,437.47,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3500,3500,3500, 36 months,6.03%,106.53,A,A1,J&J Steel Inc,10+ years,MORTGAGE,83000,Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/14/11 > 1993 jeep wrangler<br>,car,Car Loan,614xx,IL,2.31,0,Jan-86,0,35,,6,0,3092,13.40%,28,f,0,0,3834.858171,3834.86,3500,334.86,0,0,0,Jan-15,107.86,,Dec-14,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 60 months,12.69%,135.57,B,B5,Anadarko Petroleum Corporation,< 1 year,RENT,81000,Source Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/15/11 > The following is more information regarding the loan request:<br><br>1.) I plan to use the funds to pay for wedding expenses.<br><br>2.) I have never defaulted on a loan or filed for bunkruptcy.<br><br>3.) My job is very stable with great growth opportunities.<br><br><br>,major_purchase,Major Purchase Loan,802xx,CO,13.66,1,Nov-04,0,20,,6,0,15102,50%,17,f,0,0,8134.048298,8134.05,6000,2134.05,0,0,0,Jan-17,135.42,,Dec-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6200,6200,6200, 36 months,9.91%,199.8,B,B1,Sunrise Senior Living,2 years,RENT,25000,Not Verified,Dec-11,Charged Off,n,,  Borrower added on 12/14/11 > This loan will consolidate a current personal loan from Wells Fargo and a high rate chase visa card. The money currently alotted to those obligations will be used towards payment of this loan.<br>,debt_consolidation,Wells/Chase ReFi,902xx,CA,20.64,0,May-98,2,,,7,0,6533,47.70%,12,f,0,0,2456.33,2456.33,1700.79,493.16,0,262.38,2.54,Dec-12,199.8,,Oct-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,17.58%,402.65,D,D4,Menards,7 years,RENT,65000,Not Verified,Dec-11,Fully Paid,n,,  Borrower added on 12/18/11 > We have never been late or missed any payments to any of our creditors.  We are planning on using this loan to help us get out of our current situation which will help us be more financially stable in the future.<br>,debt_consolidation,Debt Consolidation Loan,672xx,KS,15.56,0,Oct-96,0,,,8,0,21166,87.10%,16,f,0,0,24011.06,24011.06,16000,8011.06,0,0,0,Jun-16,3073.26,,Jun-16,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
